	ClusterID	Centroid	Sample_n	Seq_n	Samples	Sequences
64	Cluster_359	Unassigned_SRR11601863_204462	5	10	SRR11601863,SRR11601551,SRR11602038,SRR11601839,SRR11601852	SRR11601863_204462,SRR11601551_11949,SRR11602038_633513,SRR11601551_46316,SRR11602038_516502,SRR11601863_25640,SRR11601839_71452,SRR11601852_106726,SRR11601852_60635,SRR11601839_136667
65	Cluster_360	Unassigned_SRR11602038_383086	6	10	SRR11602038,SRR11601881,SRR11601852,SRR11601863,SRR11601551,SRR11601791	SRR11602038_383086,SRR11601881_196958,SRR11601881_141789,SRR11602038_47180,SRR11601852_32815,SRR11601863_195356,SRR11601551_57345,SRR11602038_536569,SRR11601791_201108,SRR11601881_193739
66	Cluster_364	Unassigned_SRR5275908_216684	10	18	SRR5275908,SRR5275900,SRR5275907,SRR5275906,SRR5275925,SRR5275902,SRR5275897,SRR5275919,SRR5275927,SRR5275903	SRR5275908_216684,SRR5275900_382618,SRR5275907_321230,SRR5275900_518773,SRR5275906_587679,SRR5275925_383260,SRR5275902_94036,SRR5275907_216243,SRR5275897_588,SRR5275908_27844,SRR5275919_591441,SRR5275927_305034,SRR5275897_142712,SRR5275902_192126,SRR5275906_292967,SRR5275927_700829,SRR5275925_373965,SRR5275903_55915
67	Cluster_375	Unassigned_SRR5275897_423129	10	11	SRR5275897,SRR5275908,SRR5275907,SRR5275903,SRR5275919,SRR5275902,SRR5275900,SRR5275906,SRR5275904,SRR5275925	SRR5275897_423129,SRR5275908_111137,SRR5275907_394438,SRR5275903_167804,SRR5275919_489571,SRR5275902_543924,SRR5275900_137659,SRR5275906_511179,SRR5275904_476399,SRR5275925_493858,SRR5275900_139158
68	Cluster_384	Unassigned_SRR5275906_616908	6	11	SRR5275906,SRR5275903,SRR5275904,SRR5275907,SRR5275908,SRR5275927	SRR5275906_616908,SRR5275906_624800,SRR5275903_411044,SRR5275903_434530,SRR5275904_162966,SRR5275907_48295,SRR5275907_118577,SRR5275908_77605,SRR5275904_36248,SRR5275908_454147,SRR5275927_411493
69	Cluster_387	Unassigned_SRR5275903_36747	6	13	SRR5275903,SRR5275906,SRR5275907,SRR5275904,SRR5275919,SRR5275908	SRR5275903_36747,SRR5275906_345683,SRR5275907_91016,SRR5275904_189431,SRR5275919_210096,SRR5275908_250391,SRR5275908_361059,SRR5275907_409873,SRR5275919_325612,SRR5275903_197583,SRR5275903_406452,SRR5275906_413743,SRR5275906_172626
70	Cluster_391	Unassigned_SRR5275904_435271	8	13	SRR5275904,SRR5275927,SRR5275906,SRR5275908,SRR5275903,SRR5275907,SRR5275900,SRR5275919	SRR5275904_435271,SRR5275904_447185,SRR5275927_94700,SRR5275906_606317,SRR5275908_332009,SRR5275903_369274,SRR5275907_523816,SRR5275900_180448,SRR5275907_43494,SRR5275906_94842,SRR5275919_559322,SRR5275908_174846,SRR5275903_510382
71	Cluster_408	Unassigned_SRR5275902_534139	10	16	SRR5275902,SRR5275904,SRR5275907,SRR5275897,SRR5275919,SRR5275906,SRR5275927,SRR5275900,SRR5275925,SRR5275908	SRR5275902_534139,SRR5275904_371132,SRR5275907_514445,SRR5275897_69360,SRR5275919_383449,SRR5275904_371771,SRR5275906_251984,SRR5275927_133104,SRR5275900_402307,SRR5275925_652635,SRR5275900_616572,SRR5275902_394136,SRR5275906_285029,SRR5275897_397638,SRR5275927_537906,SRR5275908_404877
72	Cluster_409	Unassigned_SRR5275900_495597	10	11	SRR5275900,SRR5275927,SRR5275897,SRR5275925,SRR5275904,SRR5275902,SRR5275907,SRR5275908,SRR5275903,SRR5275919	SRR5275900_495597,SRR5275927_638840,SRR5275897_219251,SRR5275925_420849,SRR5275904_348936,SRR5275902_396436,SRR5275907_382077,SRR5275908_168989,SRR5275903_293372,SRR5275907_468916,SRR5275919_358888
73	Cluster_415	Unassigned_SRR5275902_62513	6	10	SRR5275902,SRR5275908,SRR5275925,SRR5275907,SRR5275906,SRR5275903	SRR5275902_62513,SRR5275908_29742,SRR5275925_766664,SRR5275907_121419,SRR5275908_396736,SRR5275906_604233,SRR5275902_209120,SRR5275907_198175,SRR5275906_479966,SRR5275903_348895
74	Cluster_416	Unassigned_SRR5275904_229464	6	12	SRR5275904,SRR5275903,SRR5275908,SRR5275906,SRR5275907,SRR5275919	SRR5275904_229464,SRR5275903_224320,SRR5275908_203042,SRR5275906_526878,SRR5275908_60547,SRR5275904_426590,SRR5275903_256118,SRR5275907_225219,SRR5275919_43017,SRR5275907_86963,SRR5275906_528274,SRR5275919_330127
75	Cluster_417	Unassigned_SRR5275897_345186	8	15	SRR5275897,SRR5275904,SRR5275906,SRR5275925,SRR5275902,SRR5275900,SRR5275907,SRR5275908	SRR5275897_345186,SRR5275904_114581,SRR5275906_84777,SRR5275925_242008,SRR5275902_210457,SRR5275900_29152,SRR5275907_404334,SRR5275908_537734,SRR5275925_121134,SRR5275902_291732,SRR5275906_427742,SRR5275900_279258,SRR5275907_567515,SRR5275897_430255,SRR5275904_357975
76	Cluster_419	Unassigned_SRR5275925_575576	11	45	SRR5275925,SRR5275902,SRR5275900,SRR5275897,SRR5275903,SRR5275927,SRR5275907,SRR5275906,SRR5275908,SRR5275919,SRR5275904	SRR5275925_575576,SRR5275902_206271,SRR5275925_517293,SRR5275900_42092,SRR5275897_446575,SRR5275903_192116,SRR5275902_72304,SRR5275927_540933,SRR5275907_422925,SRR5275906_237171,SRR5275906_300501,SRR5275902_249579,SRR5275900_178082,SRR5275902_471563,SRR5275908_511461,SRR5275897_406941,SRR5275925_785473,SRR5275907_209900,SRR5275906_539569,SRR5275906_44346,SRR5275919_489409,SRR5275925_722202,SRR5275925_579880,SRR5275902_354787,SRR5275904_104328,SRR5275908_124283,SRR5275907_489435,SRR5275919_163077,SRR5275908_165848,SRR5275897_249526,SRR5275907_284655,SRR5275903_353641,SRR5275907_60569,SRR5275902_57339,SRR5275904_445561,SRR5275927_651678,SRR5275906_150980,SRR5275897_107488,SRR5275907_543856,SRR5275925_510661,SRR5275906_126052,SRR5275900_621346,SRR5275902_324387,SRR5275908_198648,SRR5275897_270790
77	Cluster_420	Unassigned_SRR5275907_408726	7	15	SRR5275907,SRR5275903,SRR5275906,SRR5275904,SRR5275908,SRR5275900,SRR5275919	SRR5275907_408726,SRR5275903_434384,SRR5275906_2674,SRR5275904_28151,SRR5275903_442870,SRR5275908_418362,SRR5275904_534121,SRR5275900_11763,SRR5275900_337563,SRR5275904_518184,SRR5275900_581461,SRR5275906_105145,SRR5275919_350551,SRR5275919_399540,SRR5275906_103272
78	Cluster_430	Unassigned_SRR5275927_449435	7	13	SRR5275927,SRR5275919,SRR5275902,SRR5275906,SRR5275907,SRR5275904,SRR5275908	SRR5275927_449435,SRR5275919_622261,SRR5275927_572362,SRR5275902_552056,SRR5275906_253372,SRR5275906_455109,SRR5275907_444232,SRR5275904_82839,SRR5275904_442670,SRR5275908_42597,SRR5275908_225278,SRR5275902_184851,SRR5275902_442140
79	Cluster_431	Unassigned_SRR5275897_209797	10	22	SRR5275897,SRR5275927,SRR5275907,SRR5275919,SRR5275903,SRR5275908,SRR5275904,SRR5275925,SRR5275902,SRR5275900	SRR5275897_209797,SRR5275927_634583,SRR5275907_188483,SRR5275919_580491,SRR5275903_72069,SRR5275908_238849,SRR5275904_159972,SRR5275903_510464,SRR5275925_563672,SRR5275903_153992,SRR5275897_274401,SRR5275902_51686,SRR5275908_387668,SRR5275919_335210,SRR5275904_212053,SRR5275900_478978,SRR5275904_19528,SRR5275908_489141,SRR5275904_12625,SRR5275904_193964,SRR5275902_77511,SRR5275903_224868
80	Cluster_437	Unassigned_SRR5275906_354136	7	14	SRR5275906,SRR5275908,SRR5275897,SRR5275900,SRR5275925,SRR5275919,SRR5275902	SRR5275906_354136,SRR5275908_114643,SRR5275897_167736,SRR5275900_448435,SRR5275900_244563,SRR5275925_791615,SRR5275919_458170,SRR5275906_477136,SRR5275925_377247,SRR5275897_94584,SRR5275902_129489,SRR5275902_453962,SRR5275908_348335,SRR5275919_619170
81	Cluster_440	Unassigned_SRR5275904_35753	6	10	SRR5275904,SRR5275907,SRR5275902,SRR5275908,SRR5275900,SRR5275919	SRR5275904_35753,SRR5275907_283403,SRR5275902_76117,SRR5275908_428705,SRR5275900_70817,SRR5275908_143549,SRR5275902_157308,SRR5275919_218472,SRR5275904_196155,SRR5275919_194263
82	Cluster_454	Unassigned_SRR5275908_482352	5	10	SRR5275908,SRR5275906,SRR5275907,SRR5275903,SRR5275904	SRR5275908_482352,SRR5275906_404085,SRR5275907_19097,SRR5275903_216824,SRR5275904_484092,SRR5275906_583231,SRR5275904_487291,SRR5275903_228191,SRR5275908_515659,SRR5275907_173091
83	Cluster_456	Unassigned_SRR5275903_268518	6	11	SRR5275903,SRR5275907,SRR5275904,SRR5275906,SRR5275908,SRR5275919	SRR5275903_268518,SRR5275907_199967,SRR5275904_97299,SRR5275906_200860,SRR5275906_463238,SRR5275903_363053,SRR5275904_421882,SRR5275907_199877,SRR5275908_3286,SRR5275908_17736,SRR5275919_592742
84	Cluster_459	Unassigned_SRR5275897_308192	10	15	SRR5275897,SRR5275908,SRR5275925,SRR5275904,SRR5275907,SRR5275927,SRR5275919,SRR5275900,SRR5275903,SRR5275902	SRR5275897_308192,SRR5275908_205355,SRR5275925_485360,SRR5275904_229873,SRR5275907_49112,SRR5275927_246348,SRR5275897_445009,SRR5275904_315513,SRR5275925_263060,SRR5275919_119960,SRR5275900_173485,SRR5275903_60914,SRR5275903_173390,SRR5275897_2505,SRR5275902_9913
85	Cluster_462	Unassigned_SRR5275919_390837	9	14	SRR5275919,SRR5275903,SRR5275904,SRR5275907,SRR5275897,SRR5275908,SRR5275900,SRR5275906,SRR5275902	SRR5275919_390837,SRR5275903_358281,SRR5275904_351317,SRR5275907_579998,SRR5275897_80686,SRR5275908_375355,SRR5275900_208873,SRR5275907_79690,SRR5275904_471743,SRR5275908_157667,SRR5275903_231951,SRR5275906_260629,SRR5275906_83971,SRR5275902_327580
86	Cluster_473	Unassigned_SRR5275904_380384	9	15	SRR5275904,SRR5275908,SRR5275925,SRR5275907,SRR5275900,SRR5275903,SRR5275906,SRR5275919,SRR5275902	SRR5275904_380384,SRR5275908_524109,SRR5275925_748892,SRR5275904_355542,SRR5275907_302,SRR5275908_429046,SRR5275900_173595,SRR5275903_277961,SRR5275906_185998,SRR5275906_483764,SRR5275903_137765,SRR5275919_99580,SRR5275919_556582,SRR5275902_172192,SRR5275900_237675
87	Cluster_475	Unassigned_SRR5275908_49409	8	12	SRR5275908,SRR5275900,SRR5275897,SRR5275902,SRR5275927,SRR5275907,SRR5275925,SRR5275906	SRR5275908_49409,SRR5275900_235312,SRR5275900_603176,SRR5275897_44555,SRR5275902_151424,SRR5275927_403413,SRR5275907_230267,SRR5275925_651923,SRR5275900_133695,SRR5275906_376405,SRR5275907_37473,SRR5275925_153997
88	Cluster_477	Unassigned_SRR11602038_125203	6	10	SRR11602038,SRR11601881,SRR11601839,SRR11601863,SRR11601551,SRR11601852	SRR11602038_125203,SRR11601881_67690,SRR11601839_139984,SRR11601881_160661,SRR11601863_173566,SRR11601881_154360,SRR11601551_20295,SRR11601863_168546,SRR11601852_60648,SRR11601852_6599
89	Cluster_478	Unassigned_SRR5275903_325481	7	12	SRR5275903,SRR5275904,SRR5275927,SRR5275919,SRR5275906,SRR5275897,SRR5275902	SRR5275903_325481,SRR5275904_437426,SRR5275927_648945,SRR5275919_205422,SRR5275904_296133,SRR5275919_629600,SRR5275906_234010,SRR5275897_228636,SRR5275902_324738,SRR5275904_6657,SRR5275906_386566,SRR5275904_87417
90	Cluster_480	Unassigned_SRR5275904_271569	6	11	SRR5275904,SRR5275908,SRR5275919,SRR5275906,SRR5275903,SRR5275907	SRR5275904_271569,SRR5275908_304594,SRR5275908_95091,SRR5275904_23766,SRR5275919_300201,SRR5275906_375526,SRR5275906_273274,SRR5275903_244682,SRR5275903_316981,SRR5275907_138546,SRR5275907_52384
91	Cluster_493	Unassigned_SRR5275906_326261	8	10	SRR5275906,SRR5275897,SRR5275904,SRR5275902,SRR5275908,SRR5275919,SRR5275903,SRR5275907	SRR5275906_326261,SRR5275897_15910,SRR5275904_72476,SRR5275902_568949,SRR5275908_466329,SRR5275919_142000,SRR5275903_420267,SRR5275907_148390,SRR5275919_205224,SRR5275902_375349
92	Cluster_501	Unassigned_SRR5275903_180462	6	11	SRR5275903,SRR5275897,SRR5275908,SRR5275902,SRR5275906,SRR5275919	SRR5275903_180462,SRR5275897_144281,SRR5275908_548905,SRR5275903_450345,SRR5275902_564981,SRR5275902_338664,SRR5275908_91831,SRR5275897_239959,SRR5275906_190769,SRR5275919_620134,SRR5275919_163649
93	Cluster_505	Unassigned_SRR5275904_299991	10	10	SRR5275904,SRR5275927,SRR5275903,SRR5275897,SRR5275907,SRR5275919,SRR5275902,SRR5275906,SRR5275908,SRR5275900	SRR5275904_299991,SRR5275927_321861,SRR5275903_503686,SRR5275897_266742,SRR5275907_534904,SRR5275919_219051,SRR5275902_511788,SRR5275906_145856,SRR5275908_518919,SRR5275900_138961
94	Cluster_522	Unassigned_SRR5275902_423965	9	15	SRR5275902,SRR5275900,SRR5275919,SRR5275908,SRR5275907,SRR5275897,SRR5275903,SRR5275904,SRR5275925	SRR5275902_423965,SRR5275900_434446,SRR5275919_451230,SRR5275908_3042,SRR5275902_481765,SRR5275907_328120,SRR5275897_87354,SRR5275903_32080,SRR5275919_123816,SRR5275903_468489,SRR5275907_95908,SRR5275897_277537,SRR5275904_314465,SRR5275904_341701,SRR5275925_593550
95	Cluster_525	Unassigned_SRR5275903_354727	7	10	SRR5275903,SRR5275919,SRR5275904,SRR5275907,SRR5275906,SRR5275908,SRR5275902	SRR5275903_354727,SRR5275919_260612,SRR5275904_163006,SRR5275907_536130,SRR5275906_210685,SRR5275908_18960,SRR5275903_361135,SRR5275902_247477,SRR5275903_464985,SRR5275902_341274
96	Cluster_534	Unassigned_SRR5275903_205009	6	12	SRR5275903,SRR5275904,SRR5275902,SRR5275900,SRR5275897,SRR5275919	SRR5275903_205009,SRR5275904_455530,SRR5275902_221030,SRR5275900_176497,SRR5275897_468673,SRR5275919_309579,SRR5275902_187296,SRR5275919_446257,SRR5275897_170151,SRR5275900_45024,SRR5275903_513490,SRR5275904_429225
97	Cluster_540	Unassigned_SRR5275906_348027	11	29	SRR5275906,SRR5275925,SRR5275904,SRR5275907,SRR5275908,SRR5275900,SRR5275919,SRR5275897,SRR5275902,SRR5275927,SRR5275903	SRR5275906_348027,SRR5275925_90061,SRR5275904_368960,SRR5275907_125761,SRR5275908_116483,SRR5275908_362725,SRR5275900_39206,SRR5275908_398650,SRR5275919_632356,SRR5275897_386272,SRR5275902_103427,SRR5275897_107093,SRR5275900_41100,SRR5275919_138928,SRR5275925_271490,SRR5275927_416542,SRR5275903_208900,SRR5275900_533055,SRR5275906_542692,SRR5275908_110165,SRR5275903_440958,SRR5275907_292206,SRR5275925_485338,SRR5275902_250315,SRR5275907_77590,SRR5275902_350563,SRR5275897_205387,SRR5275907_484158,SRR5275900_418407
98	Cluster_544	Unassigned_SRR5275908_122857	10	16	SRR5275908,SRR5275906,SRR5275904,SRR5275897,SRR5275925,SRR5275900,SRR5275902,SRR5275907,SRR5275903,SRR5275919	SRR5275908_122857,SRR5275906_304607,SRR5275904_145344,SRR5275897_454694,SRR5275925_780396,SRR5275900_203259,SRR5275902_286902,SRR5275902_263200,SRR5275907_124722,SRR5275900_196077,SRR5275904_273553,SRR5275925_678519,SRR5275903_260130,SRR5275906_154697,SRR5275908_191540,SRR5275919_335336
99	Cluster_545	Unassigned_SRR5275927_61717	8	10	SRR5275927,SRR5275904,SRR5275897,SRR5275903,SRR5275919,SRR5275907,SRR5275908,SRR5275906	SRR5275927_61717,SRR5275904_366417,SRR5275897_116801,SRR5275903_101125,SRR5275919_218525,SRR5275907_317369,SRR5275908_375259,SRR5275919_320046,SRR5275906_598124,SRR5275907_126280
100	Cluster_552	Unassigned_SRR5275900_509368	6	10	SRR5275900,SRR5275908,SRR5275904,SRR5275907,SRR5275906,SRR5275919	SRR5275900_509368,SRR5275900_303049,SRR5275908_375840,SRR5275904_85748,SRR5275907_379868,SRR5275904_231784,SRR5275907_468850,SRR5275906_541508,SRR5275906_102682,SRR5275919_500197
101	Cluster_554	Unassigned_SRR5275919_467475	6	12	SRR5275919,SRR5275908,SRR5275907,SRR5275906,SRR5275904,SRR5275902	SRR5275919_467475,SRR5275908_368730,SRR5275907_515771,SRR5275908_353174,SRR5275906_592003,SRR5275904_1863,SRR5275919_474376,SRR5275904_293736,SRR5275902_438439,SRR5275906_437662,SRR5275902_319719,SRR5275907_613039
102	Cluster_555	Unassigned_SRR5275902_402237	7	10	SRR5275902,SRR5275925,SRR5275927,SRR5275907,SRR5275906,SRR5275919,SRR5275903	SRR5275902_402237,SRR5275925_270369,SRR5275927_47310,SRR5275902_357728,SRR5275925_301244,SRR5275907_108103,SRR5275927_354167,SRR5275906_496787,SRR5275919_83226,SRR5275903_331952
103	Cluster_562	Unassigned_SRR5275906_469706	6	10	SRR5275906,SRR5275900,SRR5275907,SRR5275902,SRR5275908,SRR5275904	SRR5275906_469706,SRR5275906_492114,SRR5275900_191713,SRR5275900_167123,SRR5275907_458451,SRR5275902_440521,SRR5275908_202509,SRR5275908_278511,SRR5275902_348208,SRR5275904_388090
104	Cluster_565	Unassigned_SRR5275919_298622	7	10	SRR5275919,SRR5275903,SRR5275902,SRR5275897,SRR5275907,SRR5275927,SRR5275925	SRR5275919_298622,SRR5275903_496684,SRR5275902_425,SRR5275897_350358,SRR5275902_536508,SRR5275897_71347,SRR5275919_113748,SRR5275907_354271,SRR5275927_503587,SRR5275925_358601
105	Cluster_566	Unassigned_SRR5275897_109837	8	11	SRR5275897,SRR5275906,SRR5275903,SRR5275902,SRR5275908,SRR5275925,SRR5275907,SRR5275900	SRR5275897_109837,SRR5275906_557240,SRR5275903_305613,SRR5275902_128347,SRR5275908_71434,SRR5275925_642606,SRR5275907_51036,SRR5275900_186669,SRR5275907_26614,SRR5275925_95846,SRR5275908_539084
106	Cluster_578	Unassigned_SRR5275927_191773	11	19	SRR5275927,SRR5275919,SRR5275925,SRR5275897,SRR5275907,SRR5275900,SRR5275906,SRR5275902,SRR5275908,SRR5275903,SRR5275904	SRR5275927_191773,SRR5275919_73359,SRR5275925_610035,SRR5275897_471260,SRR5275907_246670,SRR5275927_399415,SRR5275900_403414,SRR5275906_482662,SRR5275902_27358,SRR5275908_427468,SRR5275907_132434,SRR5275919_581455,SRR5275903_253764,SRR5275906_467298,SRR5275900_556658,SRR5275897_261421,SRR5275902_98914,SRR5275908_541051,SRR5275904_416109
107	Cluster_579	Unassigned_SRR5275902_544513	10	14	SRR5275902,SRR5275904,SRR5275903,SRR5275906,SRR5275925,SRR5275919,SRR5275900,SRR5275907,SRR5275908,SRR5275897	SRR5275902_544513,SRR5275904_59440,SRR5275902_247264,SRR5275903_499230,SRR5275906_440296,SRR5275925_562818,SRR5275919_100544,SRR5275919_569163,SRR5275900_345860,SRR5275906_385641,SRR5275907_103695,SRR5275908_398892,SRR5275897_223067,SRR5275903_231234
108	Cluster_587	Unassigned_SRR5275906_624220	9	15	SRR5275906,SRR5275904,SRR5275907,SRR5275927,SRR5275900,SRR5275925,SRR5275897,SRR5275919,SRR5275902	SRR5275906_624220,SRR5275904_93776,SRR5275907_546262,SRR5275927_346429,SRR5275900_43782,SRR5275925_684134,SRR5275925_4101,SRR5275900_559184,SRR5275907_124939,SRR5275897_48540,SRR5275919_128806,SRR5275919_306601,SRR5275902_530168,SRR5275927_499244,SRR5275906_42838
109	Cluster_591	Unassigned_SRR5275902_9399	10	19	SRR5275902,SRR5275897,SRR5275927,SRR5275900,SRR5275904,SRR5275903,SRR5275907,SRR5275906,SRR5275925,SRR5275919	SRR5275902_9399,SRR5275897_357233,SRR5275927_133376,SRR5275900_487504,SRR5275900_523916,SRR5275904_340699,SRR5275903_356217,SRR5275902_53693,SRR5275907_142455,SRR5275904_500995,SRR5275906_388422,SRR5275897_269829,SRR5275900_571543,SRR5275897_281553,SRR5275906_490879,SRR5275925_421952,SRR5275903_462565,SRR5275900_434743,SRR5275919_536326
110	Cluster_593	Unassigned_SRR5275906_260986	15	25	SRR5275906,SRR5275904,SRR5275927,SRR5275919,SRR11601863,SRR5275908,SRR11601551,SRR11601791,SRR11601852,SRR5275907,SRR11602038,SRR11601839,SRR11602043,SRR11601608,SRR11601881	SRR5275906_260986,SRR5275904_49847,SRR5275927_546912,SRR5275919_271171,SRR11601863_84641,SRR5275908_291917,SRR5275908_349991,SRR11601551_91726,SRR11601791_252787,SRR11601852_36545,SRR5275907_206583,SRR11601551_51483,SRR11602038_8150,SRR11601839_153278,SRR11601839_25073,SRR11602043_6962,SRR11601608_6007,SRR11601863_2085,SRR11601791_323018,SRR11601839_6960,SRR11601881_980,SRR11601839_158489,SRR11601839_164953,SRR11602038_320568,SRR11601881_180445
111	Cluster_598	Unassigned_SRR5275906_104526	5	10	SRR5275906,SRR5275903,SRR5275908,SRR5275900,SRR5275902	SRR5275906_104526,SRR5275903_222553,SRR5275908_512051,SRR5275903_109012,SRR5275908_502659,SRR5275900_92742,SRR5275902_33753,SRR5275902_213601,SRR5275906_440035,SRR5275900_327376
112	Cluster_600	Unassigned_SRR5275919_423598	7	10	SRR5275919,SRR5275907,SRR5275927,SRR5275906,SRR5275902,SRR5275925,SRR5275903	SRR5275919_423598,SRR5275907_386475,SRR5275927_149415,SRR5275906_317169,SRR5275902_115914,SRR5275927_602828,SRR5275925_697274,SRR5275906_441287,SRR5275903_374383,SRR5275925_250260
113	Cluster_602	Unassigned_SRR5275906_305818	6	10	SRR5275906,SRR5275904,SRR5275908,SRR5275903,SRR5275919,SRR5275897	SRR5275906_305818,SRR5275904_71859,SRR5275908_417637,SRR5275903_469029,SRR5275919_25780,SRR5275903_432135,SRR5275908_3989,SRR5275904_312221,SRR5275919_196642,SRR5275897_472632
114	Cluster_606	Unassigned_SRR5275907_2185	6	11	SRR5275907,SRR5275904,SRR5275908,SRR5275902,SRR5275903,SRR5275900	SRR5275907_2185,SRR5275904_2852,SRR5275908_322500,SRR5275902_309131,SRR5275904_151839,SRR5275907_448845,SRR5275903_173148,SRR5275902_67982,SRR5275903_119521,SRR5275900_534510,SRR5275908_212578
115	Cluster_608	Unassigned_SRR5275908_550295	5	10	SRR5275908,SRR5275925,SRR5275904,SRR5275903,SRR5275906	SRR5275908_550295,SRR5275925_523650,SRR5275904_153398,SRR5275925_403172,SRR5275908_90491,SRR5275904_245660,SRR5275903_102609,SRR5275906_567915,SRR5275903_308941,SRR5275906_508090
116	Cluster_609	Unassigned_SRR5275903_136580	7	11	SRR5275903,SRR5275908,SRR5275904,SRR5275907,SRR5275919,SRR5275900,SRR5275902	SRR5275903_136580,SRR5275903_224664,SRR5275908_142212,SRR5275904_12110,SRR5275907_222418,SRR5275907_423955,SRR5275908_93657,SRR5275919_237311,SRR5275919_582263,SRR5275900_86955,SRR5275902_339488
117	Cluster_615	Unassigned_SRR5275919_44110	7	13	SRR5275919,SRR5275900,SRR5275908,SRR5275902,SRR5275925,SRR5275906,SRR5275904	SRR5275919_44110,SRR5275900_126150,SRR5275908_297102,SRR5275902_415237,SRR5275925_532583,SRR5275906_615043,SRR5275908_340499,SRR5275902_502849,SRR5275906_431970,SRR5275900_454498,SRR5275904_513262,SRR5275925_13059,SRR5275919_161394
118	Cluster_621	Unassigned_SRR5275925_257347	8	13	SRR5275925,SRR5275902,SRR5275903,SRR5275919,SRR5275908,SRR5275897,SRR5275900,SRR5275907	SRR5275925_257347,SRR5275902_281284,SRR5275903_191527,SRR5275919_467709,SRR5275919_419728,SRR5275908_456410,SRR5275897_94200,SRR5275900_70770,SRR5275897_236438,SRR5275902_449628,SRR5275907_469741,SRR5275908_146050,SRR5275903_464165
119	Cluster_623	Unassigned_SRR5275927_275725	10	10	SRR5275927,SRR5275902,SRR5275897,SRR5275906,SRR5275904,SRR5275925,SRR5275903,SRR5275908,SRR5275907,SRR5275900	SRR5275927_275725,SRR5275902_519409,SRR5275897_384447,SRR5275906_186737,SRR5275904_200317,SRR5275925_676430,SRR5275903_137472,SRR5275908_538027,SRR5275907_218990,SRR5275900_331020
120	Cluster_633	Unassigned_SRR5275903_21456	7	13	SRR5275903,SRR5275900,SRR5275908,SRR5275907,SRR5275897,SRR5275919,SRR5275904	SRR5275903_21456,SRR5275900_15407,SRR5275908_560761,SRR5275907_148785,SRR5275897_70944,SRR5275903_243025,SRR5275919_200601,SRR5275907_114325,SRR5275900_589771,SRR5275904_363699,SRR5275900_173125,SRR5275897_406009,SRR5275919_246193
